% Model:              Devoir 2 COMSOL.mph
% Version:            COMSOL 6.0.0.318
% Date:               Feb 27 2024, 16:46
% Dimension:          1
% Nodes:              2000
% Expressions:        1
% Description:        Line graph
% R                       Concentration
0.04054054054054042       0
0.041041041041040914      0
0.04154154154154141       0
0.042042042042041906      0
0.0425425425425424        0
0.0430430430430429        0
0.043543543543543395      0
0.04404404404404389       0
0.04454454454454439       0
0.04504504504504488       0
0.04554554554554538       0
0.046046046046045876      0
0.04654654654654637       0
0.04704704704704687       0
0.047547547547547364      0
0.04804804804804786       0
0.048548548548548356      0
0.04904904904904885       0
0.04954954954954935       0
0.050050050050049845      0
0.05055055055055034       0
0.05105105105105084       0
0.05155155155155133       0
0.05205205205205183       0
0.052552552552552326      0
0.05305305305305282       0
0.05355355355355332       0
0.054054054054053814      0
0.05455455455455431       0
0.055055055055054807      0
0.0555555555555553        0
0.0560560560560558        0
0.056556556556556295      0
0.05705705705705679       0
0.05755755755755729       0
0.05805805805805778       0
0.05855855855855828       0
0.059059059059058776      0
0.05955955955955927       0
0.06006006006005977       0
0.060560560560560264      0
0.06106106106106076       0
0.06156156156156126       0
0.06206206206206175       0
0.06256256256256225       0
0.06306306306306275       0
0.06356356356356326       0
0.06406406406406376       0
0.06456456456456426       0
0.06506506506506476       0
0.06556556556556527       0
0.06606606606606577       0
0.06656656656656627       0
0.06706706706706678       0
0.06756756756756728       0
0.06806806806806778       0
0.06856856856856829       0
0.06906906906906879       0
0.06956956956956929       0
0.0700700700700698        0
0.0705705705705703        0
0.0710710710710708        0
0.0715715715715713        0
0.07207207207207181       0
0.07257257257257231       0
0.07307307307307281       0
0.07357357357357332       0
0.07407407407407382       0
0.07457457457457432       0
0.07507507507507483       0
0.07557557557557533       0
0.07607607607607583       0
0.07657657657657634       0
0.07707707707707684       0
0.07757757757757734       0
0.07807807807807784       0
0.07857857857857835       0
0.07907907907907885       0
0.07957957957957935       0
0.08008008008007986       0
0.08058058058058036       0
0.08108108108108086       0
0.08158158158158137       0
0.08208208208208187       0
0.08258258258258237       0
0.08308308308308288       0
0.08358358358358338       0
0.08408408408408388       0
0.08458458458458439       0
0.08508508508508489       0
0.08558558558558539       0
0.0860860860860859        0
0.0865865865865864        0
0.0870870870870869        0
0.0875875875875874        0
0.0880880880880879        0
0.08858858858858841       0
0.08908908908908891       0
0.08958958958958942       0
0.09009009009008992       0
0.09059059059059042       0
0.09109109109109093       0
0.09159159159159143       0
0.09209209209209193       0
0.09259259259259243       0
0.09309309309309294       0
0.09359359359359344       0
0.09409409409409394       0
0.09459459459459445       0
0.09509509509509495       0
0.09559559559559545       0
0.09609609609609596       0
0.09659659659659646       0
0.09709709709709696       0
0.09759759759759747       0
0.09809809809809797       0
0.09859859859859847       0
0.09909909909909898       0
0.09959959959959948       0
0.10010010010009998       0
0.10060060060060048       0
0.10110110110110099       0
0.10160160160160149       0
0.102102102102102         0
0.1026026026026025        0
0.103103103103103         0
0.1036036036036035        0
0.104104104104104         0
0.10460460460460451       0
0.10510510510510501       0
0.10560560560560552       0
0.10610610610610602       0
0.10660660660660652       0
0.10710710710710702       0
0.10760760760760753       0
0.10810810810810803       0
0.10860860860860853       0
0.10910910910910904       0
0.10960960960960954       0
0.11011011011011004       0
0.11061061061061055       0
0.11111111111111105       0
0.11161161161161155       0
0.11211211211211206       0
0.11261261261261256       0
0.11311311311311306       0
0.11361361361361356       0
0.11411411411411407       0
0.11461461461461457       0
0.11511511511511507       0
0.11561561561561558       0
0.11611611611611608       0
0.11661661661661658       0
0.11711711711711709       0
0.11761761761761759       0
0.11811811811811809       0
0.1186186186186186        0
0.1191191191191191        0
0.1196196196196196        0
0.1201201201201201        0
0.12062062062062061       0
0.12112112112112111       0
0.12162162162162161       0
0.12212212212212212       0
0.12262262262262262       0
0.12312312312312312       0
0.12362362362362363       0
0.12412412412412413       0
0.12462462462462463       0
0.12512512512512514       0
0.12562562562562563       0
0.12612612612612611       0
0.1266266266266266        0
0.1271271271271271        0
0.12762762762762758       0
0.12812812812812807       0
0.12862862862862856       0
0.12912912912912905       0
0.12962962962962954       0
0.13013013013013003       0
0.13063063063063052       0
0.131131131131131         0
0.1316316316316315        0
0.13213213213213199       0
0.13263263263263247       0
0.13313313313313296       0
0.13363363363363345       0
0.13413413413413394       0
0.13463463463463443       0
0.13513513513513492       0
0.1356356356356354        0
0.1361361361361359        0
0.1366366366366364        0
0.13713713713713688       0
0.13763763763763737       0
0.13813813813813786       0
0.13863863863863835       0
0.13913913913913883       0
0.13963963963963932       0
0.1401401401401398        0
0.1406406406406403        0
0.1411411411411408        0
0.14164164164164128       0
0.14214214214214177       0
0.14264264264264226       0
0.14314314314314275       0
0.14364364364364324       0
0.14414414414414373       0
0.14464464464464422       0
0.1451451451451447        0
0.1456456456456452        0
0.14614614614614568       0
0.14664664664664617       0
0.14714714714714666       0
0.14764764764764715       0
0.14814814814814764       0
0.14864864864864813       0
0.14914914914914862       0
0.1496496496496491        0
0.1501501501501496        0
0.1506506506506501        0
0.15115115115115058       0
0.15165165165165106       0
0.15215215215215155       0
0.15265265265265204       0
0.15315315315315253       0
0.15365365365365302       0
0.1541541541541535        0
0.154654654654654         0
0.1551551551551545        0
0.15565565565565498       0
0.15615615615615547       0
0.15665665665665596       0
0.15715715715715645       0
0.15765765765765694       0
0.15815815815815742       0
0.15865865865865791       0
0.1591591591591584        0
0.1596596596596589        0
0.16016016016015938       0
0.16066066066065987       0
0.16116116116116036       0
0.16166166166166085       0
0.16216216216216134       0
0.16266266266266183       0
0.16316316316316232       0
0.1636636636636628        0
0.1641641641641633        0
0.16466466466466378       0
0.16516516516516427       0
0.16566566566566476       0
0.16616616616616525       0
0.16666666666666574       0
0.16716716716716623       0
0.16766766766766672       0
0.1681681681681672        0
0.1686686686686677        0
0.1691691691691682        0
0.16966966966966868       0
0.17017017017016917       0
0.17067067067066966       0
0.17117117117117014       0
0.17167167167167063       0
0.17217217217217112       0
0.1726726726726716        0
0.1731731731731721        0
0.1736736736736726        0
0.17417417417417308       0
0.17467467467467357       0
0.17517517517517406       0
0.17567567567567455       0
0.17617617617617504       0
0.17667667667667553       0
0.17717717717717602       0
0.1776776776776765        0
0.178178178178177         0
0.17867867867867748       0
0.17917917917917797       0
0.17967967967967846       0
0.18018018018017895       0
0.18068068068067944       0
0.18118118118117993       0
0.18168168168168042       0
0.1821821821821809        0
0.1826826826826814        0
0.18318318318318189       0
0.18368368368368237       0
0.18418418418418286       0
0.18468468468468335       0
0.18518518518518384       0
0.18568568568568433       0
0.18618618618618482       0
0.1866866866866853        0
0.1871871871871858        0
0.1876876876876863        0
0.18818818818818678       0
0.18868868868868727       0
0.18918918918918776       0
0.18968968968968825       0
0.19019019019018873       0
0.19069069069068922       0
0.1911911911911897        0
0.1916916916916902        0
0.1921921921921907        0
0.19269269269269118       0
0.19319319319319167       0
0.19369369369369216       0
0.19419419419419265       0
0.19469469469469314       0
0.19519519519519363       0
0.19569569569569412       0
0.1961961961961946        0
0.1966966966966951        0
0.19719719719719558       0
0.19769769769769607       0
0.19819819819819656       0
0.19869869869869705       0
0.19919919919919754       0
0.19969969969969803       0
0.20020020020019852       0
0.200700700700699         0
0.2012012012011995        0
0.2017017017017           0
0.20220220220220048       0
0.20270270270270097       0
0.20320320320320145       0
0.20370370370370194       0
0.20420420420420243       0
0.20470470470470292       0
0.2052052052052034        0
0.2057057057057039        0
0.2062062062062044        0
0.20670670670670488       0
0.20720720720720537       0
0.20770770770770586       0
0.20820820820820635       0
0.20870870870870684       0
0.20920920920920733       0
0.20970970970970781       0
0.2102102102102083        0
0.2107107107107088        0
0.21121121121120928       0
0.21171171171170977       0
0.21221221221221026       0
0.21271271271271075       0
0.21321321321321124       0
0.21371371371371173       0
0.21421421421421222       0
0.2147147147147127        0
0.2152152152152132        0
0.21571571571571369       0
0.21621621621621417       0
0.21671671671671466       0
0.21721721721721515       0
0.21771771771771564       0
0.21821821821821613       0
0.21871871871871662       0
0.2192192192192171        0
0.2197197197197176        0
0.2202202202202181        0
0.22072072072071858       0
0.22122122122121907       0
0.22172172172171956       0
0.22222222222222004       0
0.22272272272272053       0
0.22322322322322102       0
0.2237237237237215        0
0.224224224224222         0
0.2247247247247225        0
0.22522522522522298       0
0.22572572572572347       0
0.22622622622622396       0
0.22672672672672445       0
0.22722722722722494       0
0.22772772772772543       0
0.22822822822822592       0
0.2287287287287264        0
0.2292292292292269        0
0.22972972972972738       0
0.23023023023022787       0
0.23073073073072836       0
0.23123123123122885       0
0.23173173173172934       0
0.23223223223222983       0
0.23273273273273032       0
0.2332332332332308        0
0.2337337337337313        0
0.2342342342342318        0
0.23473473473473228       0
0.23523523523523276       0
0.23573573573573325       0
0.23623623623623374       0
0.23673673673673423       0
0.23723723723723472       0
0.2377377377377352        0
0.2382382382382357        0
0.2387387387387362        0
0.23923923923923668       0
0.23973973973973717       0
0.24024024024023766       0
0.24074074074073815       0
0.24124124124123864       0
0.24174174174173912       0
0.2422422422422396        0
0.2427427427427401        0
0.2432432432432406        0
0.24374374374374108       0
0.24424424424424157       0
0.24474474474474206       0
0.24524524524524255       0
0.24574574574574304       0
0.24624624624624353       0
0.24674674674674402       0
0.2472472472472445        0
0.247747747747745         0
0.24824824824824548       0
0.24874874874874597       0
0.24924924924924646       0
0.24974974974974695       0
0.25025025025024744       0
0.25075075075074793       0
0.2512512512512484        0
0.2517517517517489        0
0.2522522522522494        0
0.2527527527527499        0
0.2532532532532504        0
0.25375375375375087       0
0.25425425425425136       0
0.25475475475475184       0
0.25525525525525233       0
0.2557557557557528        0
0.2562562562562533        0
0.2567567567567538        0
0.2572572572572543        0
0.2577577577577548        0
0.25825825825825527       0
0.25875875875875576       0
0.25925925925925625       0
0.25975975975975674       0
0.2602602602602572        0
0.2607607607607577        0
0.2612612612612582        0
0.2617617617617587        0
0.2622622622622592        0
0.26276276276275967       0
0.26326326326326016       0
0.26376376376376065       0
0.26426426426426114       0
0.26476476476476163       0
0.2652652652652621        0
0.2657657657657626        0
0.2662662662662631        0
0.2667667667667636        0
0.2672672672672641        0
0.26776776776776456       0
0.26826826826826505       0
0.26876876876876554       0
0.26926926926926603       0
0.2697697697697665        0
0.270270270270267         0
0.2707707707707675        0
0.271271271271268         0
0.2717717717717685        0
0.27227227227226897       0
0.27277277277276946       0
0.27327327327326995       0
0.27377377377377043       0
0.2742742742742709        0
0.2747747747747714        0
0.2752752752752719        0
0.2757757757757724        0
0.2762762762762729        0
0.27677677677677337       0
0.27727727727727386       0
0.27777777777777435       0
0.27827827827827484       0
0.2787787787787753        0
0.2792792792792758        0
0.2797797797797763        0
0.2802802802802768        0
0.2807807807807773        0
0.2812812812812778        0
0.28178178178177826       0
0.28228228228227875       0
0.28278278278277924       0
0.28328328328327973       0
0.2837837837837802        0
0.2842842842842807        0
0.2847847847847812        0
0.2852852852852817        0
0.2857857857857822        0
0.28628628628628267       0
0.28678678678678315       0
0.28728728728728364       0
0.28778778778778413       0
0.2882882882882846        0
0.2887887887887851        0
0.2892892892892856        0
0.2897897897897861        0
0.2902902902902866        0
0.29079079079078707       0
0.29129129129128756       0
0.29179179179178805       0
0.29229229229228854       0
0.292792792792789         0
0.2932932932932895        0
0.29379379379379          -3.33E-321
0.2942942942942905        -3.327E-320
0.294794794794791         -2.22715E-319
0.29529529529529147       -1.33189E-318
0.29579579579579196       -8.1376E-318
0.29629629629629245       -4.9802356E-317
0.29679679679679294       -1.4130885E-316
0.29729729729729343       8.1357316E-317
0.2977977977977939        6.354973134E-315
0.2982982982982944        3.421365648E-314
0.2987987987987949        2.2120607579E-313
0.2992992992992954        1.35116176142E-312
0.2997997997997959        8.25895552821E-312
0.30030030030029636       5.051456472412E-311
0.30080080080079685       3.0899746050736E-310
0.30130130130129734       1.89016647670711E-309
0.30180180180179783       1.1562190922003417E-308
0.3023023023022983        7.072577727340017E-308
0.3028028028027988        4.32626537013259E-307
0.3033033033032993        2.6463445358921183E-306
0.3038038038037998        1.6187411397808926E-305
0.3043043043043003        9.901618499878093E-305
0.30480480480480077       6.056653453994794E-304
0.30530530530530126       3.7047336942731066E-303
0.30580580580580174       2.266099541798517E-302
0.30630630630630223       1.386113111734861E-301
0.3068068068068027        8.478441824497305E-301
0.3073073073073032        5.185982951274577E-300
0.3078078078078037        3.1720773952932826E-299
0.3083083083083042        1.940233945753705E-298
0.3088088088088047        1.1867576447387365E-297
0.30930930930930517       7.258845886277038E-297
0.30980980980980566       4.4398745067308774E-296
0.31031031031030615       2.715634875413803E-295
0.31081081081080664       1.6609998979499786E-294
0.3113113113113071        1.015933689133302E-293
0.3118118118118076        6.213819426436887E-293
0.3123123123123081        3.8005756973854827E-292
0.3128128128128086        2.324543187179229E-291
0.3133133133133091        1.421750229864064E-290
0.3138138138138096        8.695737721131632E-290
0.31431431431431006       5.3184732085024345E-289
0.31481481481481055       3.2528566100791147E-288
0.31531531531531104       1.9894830538915356E-287
0.31581581581581153       1.216782433511226E-286
0.316316316316312         7.441885117861293E-286
0.3168168168168125        4.551455653417131E-285
0.317317317317313         2.783652215788475E-284
0.3178178178178135        1.7024600063737792E-283
0.318318318318314         1.041204719522598E-282
0.31881881881881446       6.367846462540846E-282
0.31931931931931495       3.894451187445631E-281
0.31981981981981544       2.3817553649423975E-280
0.32032032032031593       1.4566165002216273E-279
0.3208208208208164        8.908210355491914E-279
0.3213213213213169        5.447946665741109E-278
0.3218218218218174        3.3317496067761263E-277
0.3223223223223179        2.037553245522161E-276
0.3228228228228184        1.2460706326125451E-275
0.32332332332331887       7.620323637919746E-275
0.32382382382381936       4.660164126604287E-274
0.32432432432431985       2.849876415997856E-273
0.32482482482482034       1.7428011575685533E-272
0.3253253253253208        1.0657776969853882E-271
0.3258258258258213        6.517519954412279E-271
0.3263263263263218        3.9856122313097915E-270
0.3268268268268223        2.437275517154414E-269
0.3273273273273228        1.4904283264873035E-268
0.32782782782782327       9.11411345602501E-268
0.32832832832832376       5.573328052164286E-267
0.32882882882882425       3.408094292572769E-266
0.32932932932932474       2.084036844932825E-265
0.3298298298298252        1.274371223506594E-264
0.3303303303303257        7.792615865479349E-264
0.3308308308308262        4.7650482860925925E-263
0.3313313313313267        2.9137215418087975E-262
0.3318318318318272        1.7816625901284666E-261
0.3323323323323277        1.0894305021668206E-260
0.33283283283282816       6.661472337296603E-260
0.33333333333332865       4.0732168435264305E-259
0.33383383383382914       2.49058525395766E-258
0.33433433433432963       1.5228665521911392E-257
0.3348348348348301        9.311482097241438E-257
0.3353353353353306        5.693407650658879E-256
0.3358358358358311        3.481145906524217E-255
0.3363363363363316        2.1284753458066513E-254
0.3368368368368321        1.3014019333233802E-253
0.33733733733733257       7.957024046255743E-253
0.33783783783783305       4.865038330789612E-252
0.33833833833833354       2.9745290061924178E-251
0.33883883883883403       1.8186388713272577E-250
0.3393393393393345        1.111913549222674E-249
0.339839839839835         6.798167167522105E-249
0.3403403403403355        4.1563192031941375E-248
0.340840840840836         2.541102342418058E-247
0.3413413413413365        1.5535727672244065E-246
0.34184184184183697       9.498110005483658E-246
0.34234234234233746       5.806827353619931E-245
0.34284284284283795       3.55006845170652E-244
0.34334334334333844       2.1703541468196633E-243
0.3438438438438389        1.326846000217149E-242
0.3443443443443394        8.111598377848436E-242
0.3448448448448399        4.95893408692583E-241
0.3453453453453404        3.031560065978259E-240
0.3458458458458409        1.8532752868055831E-239
0.34634634634634137       1.132946953088155E-238
0.34684684684684186       6.925881717263698E-238
0.34734734734734235       4.233858959620237E-237
0.34784784784784284       2.58817413558167E-236
0.34834834834834333       1.5821452704471737E-235
0.3488488488488438        9.67152475195406E-235
0.3493493493493443        5.9120654208053E-234
0.3498498498498448        3.6139253299965665E-233
0.3503503503503453        2.2090967973816436E-232
0.3508508508508458        1.3503486377886845E-231
0.35135135135134626       8.254155286186122E-231
0.35185185185184675       5.0453916605239235E-230
0.35235235235234724       3.083987620784679E-229
0.35285285285284773       1.8850628016263157E-228
0.3533533533533482        1.1522174334261543E-227
0.3538538538538487        7.042687951659366E-227
0.3543543543543492        4.3046495442184146E-226
0.3548548548548497        2.6310703910406146E-225
0.3553553553553502        1.6081346572579376E-224
0.35585585585585067       9.828960641807148E-224
0.35635635635635116       6.0074198218378565E-223
0.35685685685685165       3.671669107375466E-222
0.35735735735735213       2.244058709242987E-221
0.3578578578578526        1.3715131713808523E-220
0.3583583583583531        8.382253686242995E-220
0.3588588588588536        5.122908851579803E-219
0.3593593593593541        3.1308872512544875E-218
0.3598598598598546        1.9134325540272033E-217
0.36036036036035507       1.169374931507251E-216
0.36086086086085556       7.146431742443853E-216
0.36136136136135605       4.367365399087247E-215
0.36186186186185654       2.6689754240101785E-214
0.362362362362357         1.631038998350703E-213
0.3628628628628575        9.967329091893843E-213
0.363363363363358         6.090990035982121E-212
0.3638638638638585        3.722130331534582E-211
0.364364364364359         2.2745202859315347E-210
0.3648648648648595        1.3898968167480477E-209
0.36536536536535996       8.493169045867788E-209
0.36586586586586045       5.189809218704344E-208
0.36636636636636094       3.171227428275297E-207
0.36686686686686143       1.937749839914494E-206
0.3673673673673619        1.184028914255556E-205
0.3678678678678624        7.234710159867961E-205
0.3683683683683629        4.420528025097493E-204
0.3688688688688634        2.7009795352424787E-203
0.3693693693693639        1.6502985730124536E-202
0.36986986986986436       1.0083186272103166E-201
0.37037037037036485       6.160657170985783E-201
0.37087087087086534       3.7640053169076125E-200
0.37137137137136583       2.299679417895311E-199
0.3718718718718663        1.4050060690893143E-198
0.3723723723723668        8.583865056145474E-198
0.3728728728728673        5.244224673502621E-197
0.3733733733733678        3.2038588190464204E-196
0.3738738738738683        1.9573075425679745E-195
0.37437437437436877       1.195744337499874E-194
0.37487487487486926       7.304846671192814E-194
0.37537537537536975       4.462490744037552E-193
0.37587587587587024       2.7260696490174137E-192
0.3763763763763707        1.66529011719113E-191
0.3768768768768712        1.0172697766066629E-190
0.3773773773773717        6.214062250996853E-190
0.3778778778778722        3.795842805017336E-189
0.3783783783783727        2.3186432867837467E-188
0.37887887887887317       1.4162916677059162E-187
0.37937937937937366       8.650962694950911E-187
0.37987987987987415       5.284076473673751E-186
0.38038038038037464       3.2275026095321146E-185
0.38088088088087513       1.9713189581450928E-184
0.3813813813813756        1.2040372380850184E-183
0.3818818818818761        7.353864059402887E-183
0.3823823823823766        4.4914220603715946E-182
0.3828828828828771        2.743119090927476E-181
0.3833833833833776        1.6753205431715144E-180
0.38388388388387806       1.0231599986154372E-179
0.38438438438437855       6.248582510770482E-179
0.38488488488487904       3.816029400166525E-178
0.38538538538537953       2.3304194174732213E-177
0.38588588588588          1.4231430985798464E-176
0.3863863863863805        8.690706452148559E-176
0.386886886886881         5.307054472633674E-175
0.3873873873873815        3.2407377559742887E-174
0.387887887887882         1.9789099633547487E-173
0.38838838838838247       1.2083699219082248E-172
0.38888888888888296       7.378454859876072E-172
0.38938938938938344       4.505287498396868E-171
0.38988988988988393       2.7508764291740244E-170
0.3903903903903844        1.6796200840122357E-169
0.3908908908908849        1.0255158055066029E-168
0.3913913913913854        6.261305519483995E-168
0.3918918918918859        3.822773671968876E-167
0.3923923923923864        2.333905911202043E-166
0.39289289289288687       1.4248825939512216E-165
0.39339339339338736       8.698927465126567E-165
0.39389389389388785       5.310594471324619E-164
0.39439439439438834       3.2419870706832684E-163
0.3948948948948888        1.979110467093306E-162
0.3953953953953893        1.2081457121341418E-161
0.3958958958958898        7.374949095483153E-161
0.3963963963963903        4.5018297799832004E-160
0.3968968968968908        2.7479532965808425E-159
0.39739739739739127       1.6773348118981006E-158
0.39789789789789176       1.023811984176073E-157
0.39839839839839225       6.249000942396987E-157
0.39889889889889274       3.814088806953836E-156
0.39939939939939323       2.327880787492041E-155
0.3998998998998937        1.4207585844795192E-154
0.4004004004003942        8.6710032919025E-154
0.4009009009008947        5.291853504701573E-153
0.4014014014013952        3.229502039235178E-152
0.4019019019018957        1.970845082867184E-151
0.40240240240239616       1.2027032187908297E-150
0.40290290290289665       7.339279071852407E-150
0.40340340340339714       4.4785471965714E-149
0.40390390390389763       2.7328111034646722E-148
0.4044044044043981        1.6675184752226186E-147
0.4049049049048986        1.0174665812822611E-146
0.4054054054053991        6.208089732228478E-146
0.4059059059058996        3.787773681429545E-145
0.4064064064064001        2.3109903563623727E-144
0.40690690690690057       1.4099385557835842E-143
0.40740740740740106       8.601814025763296E-143
0.40790790790790155       5.247682881093047E-142
0.40840840840840203       3.201346257427189E-141
0.4089089089089025        1.952922953436283E-140
0.409409409409403         1.1913100876391742E-139
0.4099099099099035        7.266940974208052E-139
0.410410410410404         4.432670016624548E-138
0.4109109109109045        2.7037465438368116E-137
0.41141141141140497       1.6491235945081156E-136
0.41191191191190546       1.0058354331449607E-135
0.41241241241240595       6.134610524370583E-135
0.41291291291290644       3.741392216886324E-134
0.4134134134134069        2.2817365356465198E-133
0.4139139139139074        1.3915012570442463E-132
0.4144144144144079        8.485694430156257E-132
0.4149149149149084        5.174598777130259E-131
0.4154154154154089        3.1553773668215003E-130
0.4159159159159094        1.924026653266081E-129
0.41641641641640986       1.1731561826178713E-128
0.41691691691691035       7.152952985144138E-128
0.41741741741741084       4.361134756187205E-127
0.41791791791791133       2.6588757890957806E-126
0.4184184184184118        1.6209917521653308E-125
0.4189189189189123        9.882062004901313E-125
0.4194194194194128        6.02418299080534E-124
0.4199199199199133        3.672250867400312E-123
0.4204204204204138        2.238463020963132E-122
0.42092092092091427       1.3644282048949179E-121
0.42142142142141475       8.316381745169115E-121
0.42192192192191524       5.068750174125977E-120
0.42242242242241573       3.0892273573844273E-119
0.4229229229229162        1.8827000880361881E-118
0.4234234234234167        1.147346152272852E-117
0.4239239239239172        6.991809618787384E-117
0.4244244244244177        4.260556125526151E-116
0.4249249249249182        2.596117254355459E-115
0.42542542542541867       1.5818430055580302E-114
0.42592592592591916       9.637918647243953E-114
0.42642642642641965       5.871967886714006E-113
0.42692692692692014       3.577374075676487E-112
0.4274274274274206        2.1793402080187375E-111
0.4279279279279211        1.327594420991148E-110
0.4284284284284216        8.086958787250285E-110
0.4289289289289221        4.925883903554239E-109
0.4294294294294226        3.0002810945323764E-108
0.42992992992992307       1.82733530357879E-107
0.43043043043042356       1.1128913263586272E-106
0.43093093093092405       6.777431940880076E-106
0.43143143143142454       4.127196448907934E-105
0.43193193193192503       2.5131728127781005E-104
0.4324324324324255        1.5302643468356538E-103
0.432932932932926         9.317236387370708E-103
0.4334334334334265        5.672623501133587E-102
0.433933933933927         3.4534775204711495E-101
0.4344344344344275        2.1023487583852525E-100
0.43493493493492796       1.27975833640896E-99
0.43543543543542845       7.789791931636135E-99
0.43593593593592894       4.741306549518783E-98
0.43643643643642943       2.885652915760365E-97
0.4369369369369299        1.7561581091680243E-96
0.4374374374374304        1.0687008842227704E-95
0.4379379379379309        6.503113316212733E-95
0.4384384384384314        3.9569323373124055E-94
0.4389389389389319        2.407507322685216E-93
0.43943943943943237       1.4646971264900747E-92
0.43993993993993286       8.91043241231877E-92
0.44044044044043335       5.420258198479248E-91
0.44094094094093383       3.2969389630670846E-90
0.4414414414414343        2.0052616906431677E-89
0.4419419419419348        1.219550790340429E-88
0.4424424424424353        7.416463532064761E-88
0.4429429429429358        4.509842934674943E-87
0.4434434434434363        2.7421611288736156E-86
0.44394394394393677       1.6672124120032313E-85
0.44444444444443726       1.0135722316242921E-84
0.44494494494493775       6.161460294375885E-84
0.44544544544543824       3.745218375176818E-83
0.4459459459459387        2.2763263207335072E-82
0.4464464464464392        1.3834233505395762E-81
0.4469469469469397        8.406944792594836E-81
0.4474474474474402        5.108378711156352E-80
0.4479479479479407        3.1037664841437854E-79
0.4484484484484412        1.885624868753196E-78
0.44894894894894166       1.1454630443971139E-77
0.44944944944944215       6.957698294542998E-77
0.44994994994994264       4.2257908928504654E-76
0.45045045045044313       2.5663002295847603E-75
0.4509509509509436        1.5583431509737748E-74
0.4514514514514441        9.461805172604055E-74
0.4519519519519446        5.744328211787078E-73
0.4524524524524451        3.4870475619929917E-72
0.4529529529529456        2.116551721994863E-71
0.45345345345344606       1.284550753599252E-70
0.45395395395394655       7.795140789282916E-70
0.45445445445444704       4.729833814663545E-69
0.45495495495494753       2.869563884686546E-68
0.455455455455448         1.7407357486512396E-67
0.4559559559559485        1.0558337271584438E-66
0.456456456456449         6.403283080954253E-66
0.4569569569569495        3.882872006447281E-65
0.45745745745745          2.354210640787426E-64
0.45795795795795047       1.4271777083049192E-63
0.45845845845845096       8.650672144499483E-63
0.45895895895895145       5.242751052172806E-62
0.45945945945945194       3.176908227611551E-61
0.4599599599599524        1.924795354289548E-60
0.4604604604604529        1.1659965418135361E-59
0.4609609609609534        7.062216991843283E-59
0.4614614614614539        4.2767529853543955E-58
0.4619619619619544        2.5894930053990594E-57
0.46246246246245487       1.567620232284531E-56
0.46296296296295536       9.488346163704749E-56
0.46346346346345585       5.741979573888593E-55
0.46396396396395634       3.47417795943867E-54
0.4644644644644568        2.1016457590733546E-53
0.4649649649649573        1.2711056674028203E-52
0.4654654654654578        7.686276871083787E-52
0.4659659659659583        4.646865068918254E-51
0.4664664664664588        2.808737116302362E-50
0.4669669669669593        1.69733013950443E-49
0.46746746746745976       1.0254696906508498E-48
0.46796796796796025       6.19409058039619E-48
0.46846846846846074       3.7404796071817854E-47
0.46896896896896123       2.258232698302691E-46
0.4694694694694617        1.3630074655460154E-45
0.4699699699699622        8.224551583647134E-45
0.4704704704704627        4.961429185961518E-44
0.4709709709709632        2.992112127231328E-43
0.4714714714714637        1.8039360759181945E-42
0.47197197197196417       1.0872567740766601E-41
0.47247247247246466       6.550976523088026E-41
0.47297297297296514       3.9458256306939716E-40
0.47347347347346563       2.3758683088281964E-39
0.4739739739739661        1.430058718790479E-38
0.4744744744744666        8.604516728353627E-38
